ticket_no,flights_count,city_departure,city_arrival
5432319023   ,4,Moscow,Moscow
5432319023   ,4,Moscow,Moscow
5432319024   ,4,Moscow,Moscow
5432319024   ,4,Moscow,Moscow
5432319025   ,4,Moscow,Moscow
5432319025   ,4,Moscow,Moscow
5432319026   ,4,Moscow,Moscow
5432319026   ,4,Moscow,Moscow
5432319027   ,4,Moscow,Moscow
5432319027   ,4,Moscow,Moscow
5432319028   ,4,Moscow,Moscow
5432319028   ,4,Moscow,Moscow
5432319029   ,4,Moscow,Moscow
5432319029   ,4,Moscow,Moscow
5432319030   ,4,Moscow,Moscow
5432319030   ,4,Moscow,Moscow
5432319031   ,4,Moscow,Moscow
5432319031   ,4,Moscow,Moscow
5432319032   ,4,Moscow,Moscow
5432319032   ,4,Moscow,Moscow
5432319033   ,4,Moscow,Moscow
5432319033   ,4,Moscow,Moscow
5432319034   ,4,Moscow,Moscow
5432319034   ,4,Moscow,Moscow
5432319035   ,4,Moscow,Moscow
5432319035   ,4,Moscow,Moscow
5432319036   ,4,Moscow,Moscow
5432319036   ,4,Moscow,Moscow
5432319037   ,4,Moscow,Moscow
5432319037   ,4,Moscow,Moscow
5432319038   ,4,Moscow,Moscow
5432319038   ,4,Moscow,Moscow
5432319039   ,4,Moscow,Moscow
5432319039   ,4,Moscow,Moscow
5432319040   ,4,Moscow,Moscow
5432319040   ,4,Moscow,Moscow
5432319041   ,4,Moscow,Moscow
5432319041   ,4,Moscow,Moscow
5432319042   ,4,Moscow,Moscow
5432319042   ,4,Moscow,Moscow
5432319043   ,4,Moscow,Moscow
5432319043   ,4,Moscow,Moscow
5432319044   ,4,Moscow,Moscow
5432319044   ,4,Moscow,Moscow
5432319045   ,4,Moscow,Moscow
5432319045   ,4,Moscow,Moscow
5432319046   ,4,Moscow,Moscow
5432319046   ,4,Moscow,Moscow
5432319047   ,4,Moscow,Moscow
5432319047   ,4,Moscow,Moscow
5432319048   ,4,Moscow,Moscow
5432319048   ,4,Moscow,Moscow
5432319049   ,4,Moscow,Moscow
5432319049   ,4,Moscow,Moscow
5432319050   ,4,Moscow,Moscow
5432319050   ,4,Moscow,Moscow
5432319051   ,4,Moscow,Moscow
5432319051   ,4,Moscow,Moscow
5432319052   ,4,Moscow,Moscow
5432319052   ,4,Moscow,Moscow
5432319053   ,4,Moscow,Moscow
5432319053   ,4,Moscow,Moscow
5432319054   ,4,Moscow,Moscow
5432319054   ,4,Moscow,Moscow
5432319055   ,4,Moscow,Moscow
5432319055   ,4,Moscow,Moscow
5432319056   ,4,Moscow,Moscow
5432319056   ,4,Moscow,Moscow
5432319057   ,4,Moscow,Moscow
5432319057   ,4,Moscow,Moscow
5432319058   ,4,Moscow,Moscow
5432319058   ,4,Moscow,Moscow
5432319059   ,4,Moscow,Moscow
5432319059   ,4,Moscow,Moscow
5432319060   ,4,Moscow,Moscow
5432319060   ,4,Moscow,Moscow
5432319061   ,4,Moscow,Moscow
5432319061   ,4,Moscow,Moscow
5432319062   ,4,Moscow,Moscow
5432319062   ,4,Moscow,Moscow
5432319063   ,4,Moscow,Moscow
5432319063   ,4,Moscow,Moscow
5432319064   ,4,Moscow,Moscow
5432319064   ,4,Moscow,Moscow
5432319065   ,4,Moscow,Moscow
5432319065   ,4,Moscow,Moscow
5432319066   ,4,Moscow,Moscow
5432319066   ,4,Moscow,Moscow
5432319067   ,4,Moscow,Moscow
5432319067   ,4,Moscow,Moscow
5432319068   ,4,Moscow,Moscow
5432319068   ,4,Moscow,Moscow
5432319069   ,4,Moscow,Moscow
5432319069   ,4,Moscow,Moscow
5432319070   ,4,Moscow,Moscow
5432319070   ,4,Moscow,Moscow
5432319071   ,4,Moscow,Moscow
5432319071   ,4,Moscow,Moscow
5432319072   ,4,Moscow,Moscow
5432319072   ,4,Moscow,Moscow
5432319073   ,4,Moscow,Moscow
5432319073   ,4,Moscow,Moscow
5432319074   ,4,Moscow,Moscow
5432319074   ,4,Moscow,Moscow
5432319075   ,4,Moscow,Moscow
5432319075   ,4,Moscow,Moscow
5432319076   ,4,Moscow,Moscow
5432319076   ,4,Moscow,Moscow
5432319077   ,4,Moscow,Moscow
5432319077   ,4,Moscow,Moscow
5432319078   ,4,Moscow,Moscow
5432319078   ,4,Moscow,Moscow
5432319079   ,4,Moscow,Moscow
5432319079   ,4,Moscow,Moscow
5432319080   ,4,Moscow,Moscow
5432319080   ,4,Moscow,Moscow
5432319081   ,4,Moscow,Moscow
5432319081   ,4,Moscow,Moscow
5432319082   ,4,Moscow,Moscow
5432319082   ,4,Moscow,Moscow
5432319083   ,4,Moscow,Moscow
5432319083   ,4,Moscow,Moscow
5432319084   ,4,Moscow,Moscow
5432319084   ,4,Moscow,Moscow
5432319085   ,4,Moscow,Moscow
5432319085   ,4,Moscow,Moscow
5432319086   ,4,Moscow,Moscow
5432319086   ,4,Moscow,Moscow
5432319087   ,4,Moscow,Moscow
5432319087   ,4,Moscow,Moscow
5432319088   ,4,Moscow,Moscow
5432319088   ,4,Moscow,Moscow
5432319089   ,4,Moscow,Moscow
5432319089   ,4,Moscow,Moscow
5432319090   ,4,Moscow,Moscow
5432319090   ,4,Moscow,Moscow
5432319091   ,4,Moscow,Moscow
5432319091   ,4,Moscow,Moscow
5432319092   ,4,Moscow,Moscow
5432319092   ,4,Moscow,Moscow
5432319093   ,4,Moscow,Moscow
5432319093   ,4,Moscow,Moscow
5432319094   ,4,Moscow,Moscow
5432319094   ,4,Moscow,Moscow
5432319095   ,4,Moscow,Moscow
5432319095   ,4,Moscow,Moscow
5432319096   ,4,Moscow,Moscow
5432319096   ,4,Moscow,Moscow
5432319097   ,4,Moscow,Moscow
5432319097   ,4,Moscow,Moscow
5432319098   ,4,Moscow,Moscow
5432319098   ,4,Moscow,Moscow
5432319099   ,4,Moscow,Moscow
5432319099   ,4,Moscow,Moscow
5432319100   ,4,Moscow,Moscow
5432319100   ,4,Moscow,Moscow
5432319101   ,4,Moscow,Moscow
5432319101   ,4,Moscow,Moscow
5432319102   ,4,Moscow,Moscow
5432319102   ,4,Moscow,Moscow
5432319103   ,4,Moscow,Moscow
5432319103   ,4,Moscow,Moscow
5432319104   ,4,Moscow,Moscow
5432319104   ,4,Moscow,Moscow
5432319105   ,4,Moscow,Moscow
5432319105   ,4,Moscow,Moscow
5432319106   ,4,Moscow,Moscow
5432319106   ,4,Moscow,Moscow
5432319107   ,4,Moscow,Moscow
5432319107   ,4,Moscow,Moscow
5432319108   ,4,Moscow,Moscow
5432319108   ,4,Moscow,Moscow
5432319109   ,4,Moscow,Moscow
5432319109   ,4,Moscow,Moscow
5432319110   ,4,Moscow,Moscow
5432319110   ,4,Moscow,Moscow
5432319111   ,4,Moscow,Moscow
5432319111   ,4,Moscow,Moscow
5432319112   ,4,Moscow,Moscow
5432319112   ,4,Moscow,Moscow
5432319113   ,4,Moscow,Moscow
5432319113   ,4,Moscow,Moscow
5432319114   ,4,Moscow,Moscow
5432319114   ,4,Moscow,Moscow
5432319115   ,4,Moscow,Moscow
5432319115   ,4,Moscow,Moscow
5432319116   ,4,Moscow,Moscow
5432319116   ,4,Moscow,Moscow
5432319117   ,4,Moscow,Moscow
5432319117   ,4,Moscow,Moscow
5432319118   ,4,Moscow,Moscow
5432319118   ,4,Moscow,Moscow
5432319119   ,4,Moscow,Moscow
5432319119   ,4,Moscow,Moscow
5432319120   ,4,Moscow,Moscow
5432319120   ,4,Moscow,Moscow
5432319121   ,4,Moscow,Moscow
5432319121   ,4,Moscow,Moscow
5432319122   ,4,Moscow,Moscow
5432319122   ,4,Moscow,Moscow
5432319123   ,4,Moscow,Moscow
5432319123   ,4,Moscow,Moscow
5432319124   ,4,Moscow,Moscow
5432319124   ,4,Moscow,Moscow
5432319125   ,4,Moscow,Moscow
5432319125   ,4,Moscow,Moscow
5432319126   ,4,Moscow,Moscow
5432319126   ,4,Moscow,Moscow
5432319127   ,4,Moscow,Moscow
5432319127   ,4,Moscow,Moscow
5432319128   ,4,Moscow,Moscow
5432319128   ,4,Moscow,Moscow
5432319129   ,4,Moscow,Moscow
5432319129   ,4,Moscow,Moscow
5432319130   ,4,Moscow,Moscow
5432319130   ,4,Moscow,Moscow
5432319131   ,4,Moscow,Moscow
5432319131   ,4,Moscow,Moscow
5432319132   ,4,Moscow,Moscow
5432319132   ,4,Moscow,Moscow
5432319133   ,4,Moscow,Moscow
5432319133   ,4,Moscow,Moscow
5432319134   ,4,Moscow,Moscow
5432319134   ,4,Moscow,Moscow
5432319135   ,4,Moscow,Moscow
5432319135   ,4,Moscow,Moscow
5432319136   ,4,Moscow,Moscow
5432319136   ,4,Moscow,Moscow
5432319137   ,4,Moscow,Moscow
5432319137   ,4,Moscow,Moscow
5432319138   ,4,Moscow,Moscow
5432319138   ,4,Moscow,Moscow
5432319139   ,4,Moscow,Moscow
5432319139   ,4,Moscow,Moscow
5432319140   ,4,Moscow,Moscow
5432319140   ,4,Moscow,Moscow
5432319141   ,4,Moscow,Moscow
5432319141   ,4,Moscow,Moscow
5432319142   ,4,Moscow,Moscow
5432319142   ,4,Moscow,Moscow
5432319143   ,4,Moscow,Moscow
5432319143   ,4,Moscow,Moscow
5432319144   ,4,Moscow,Moscow
5432319144   ,4,Moscow,Moscow
5432319145   ,4,Moscow,Moscow
5432319145   ,4,Moscow,Moscow
5432319146   ,4,Moscow,Moscow
5432319146   ,4,Moscow,Moscow
5432319147   ,4,Moscow,Moscow
5432319147   ,4,Moscow,Moscow
5432319148   ,4,Moscow,Moscow
5432319148   ,4,Moscow,Moscow
5432319149   ,4,Moscow,Moscow
5432319149   ,4,Moscow,Moscow
5432319150   ,4,Moscow,Moscow
5432319150   ,4,Moscow,Moscow
5432319151   ,4,Moscow,Moscow
5432319151   ,4,Moscow,Moscow
5432319152   ,4,Moscow,Moscow
5432319152   ,4,Moscow,Moscow
5432319153   ,4,Moscow,Moscow
5432319153   ,4,Moscow,Moscow
5432319154   ,4,Moscow,Moscow
5432319154   ,4,Moscow,Moscow
5432319155   ,4,Moscow,Moscow
5432319155   ,4,Moscow,Moscow
5432319156   ,4,Moscow,Moscow
5432319156   ,4,Moscow,Moscow
5432319157   ,4,Moscow,Moscow
5432319157   ,4,Moscow,Moscow
5432319158   ,4,Moscow,Moscow
5432319158   ,4,Moscow,Moscow
5432319159   ,4,Moscow,Moscow
5432319159   ,4,Moscow,Moscow
5432319160   ,4,Moscow,Moscow
5432319160   ,4,Moscow,Moscow
5432319161   ,4,Moscow,Moscow
5432319161   ,4,Moscow,Moscow
5432319162   ,4,Moscow,Moscow
5432319162   ,4,Moscow,Moscow
5432319163   ,4,Moscow,Moscow
5432319163   ,4,Moscow,Moscow
5432319164   ,4,Moscow,Moscow
5432319164   ,4,Moscow,Moscow
5432319165   ,4,Moscow,Moscow
5432319165   ,4,Moscow,Moscow
5432319166   ,4,Moscow,Moscow
5432319166   ,4,Moscow,Moscow
5432319167   ,4,Moscow,Moscow
5432319167   ,4,Moscow,Moscow
5432319168   ,4,Moscow,Moscow
5432319168   ,4,Moscow,Moscow
5432319169   ,4,Moscow,Moscow
5432319169   ,4,Moscow,Moscow
5432319170   ,4,Moscow,Moscow
5432319170   ,4,Moscow,Moscow
5432319171   ,4,Moscow,Moscow
5432319171   ,4,Moscow,Moscow
5432319172   ,4,Moscow,Moscow
5432319172   ,4,Moscow,Moscow
5432319173   ,4,Moscow,Moscow
5432319173   ,4,Moscow,Moscow
5432319174   ,4,Moscow,Moscow
5432319174   ,4,Moscow,Moscow
5432319175   ,4,Moscow,Moscow
5432319175   ,4,Moscow,Moscow
5432319176   ,4,Moscow,Moscow
5432319176   ,4,Moscow,Moscow
5432319177   ,4,Moscow,Moscow
5432319177   ,4,Moscow,Moscow
5432319178   ,4,Moscow,Moscow
5432319178   ,4,Moscow,Moscow
5432319179   ,4,Moscow,Moscow
5432319179   ,4,Moscow,Moscow
5432319180   ,4,Moscow,Moscow
5432319180   ,4,Moscow,Moscow
5432319181   ,4,Moscow,Moscow
5432319181   ,4,Moscow,Moscow
5432319182   ,4,Moscow,Moscow
5432319182   ,4,Moscow,Moscow
5432319183   ,4,Moscow,Moscow
5432319183   ,4,Moscow,Moscow
5432319184   ,4,Moscow,Moscow
5432319184   ,4,Moscow,Moscow
5432319185   ,4,Moscow,Moscow
5432319185   ,4,Moscow,Moscow
5432319186   ,4,Moscow,Moscow
5432319186   ,4,Moscow,Moscow
5432319187   ,4,Moscow,Moscow
5432319187   ,4,Moscow,Moscow
5432319188   ,4,Moscow,Moscow
5432319188   ,4,Moscow,Moscow
5432319189   ,4,Moscow,Moscow
5432319189   ,4,Moscow,Moscow
5432319190   ,4,Moscow,Moscow
5432319190   ,4,Moscow,Moscow
5432319191   ,4,Moscow,Moscow
5432319191   ,4,Moscow,Moscow
5432319192   ,4,Moscow,Moscow
5432319192   ,4,Moscow,Moscow
5432319193   ,4,Moscow,Moscow
5432319193   ,4,Moscow,Moscow
5432319194   ,4,Moscow,Moscow
5432319194   ,4,Moscow,Moscow
5432319195   ,4,Moscow,Moscow
5432319195   ,4,Moscow,Moscow
5432319196   ,4,Moscow,Moscow
5432319196   ,4,Moscow,Moscow
5432319197   ,4,Moscow,Moscow
5432319197   ,4,Moscow,Moscow
5432319198   ,4,Moscow,Moscow
5432319198   ,4,Moscow,Moscow
5432319199   ,4,Moscow,Moscow
5432319199   ,4,Moscow,Moscow
5432319200   ,4,Moscow,Moscow
5432319200   ,4,Moscow,Moscow
5432319201   ,4,Moscow,Moscow
5432319201   ,4,Moscow,Moscow
5432319202   ,4,Moscow,Moscow
5432319202   ,4,Moscow,Moscow
5432319203   ,4,Moscow,Moscow
5432319203   ,4,Moscow,Moscow
5432319204   ,4,Moscow,Moscow
5432319204   ,4,Moscow,Moscow
5432319205   ,4,Moscow,Moscow
5432319205   ,4,Moscow,Moscow
5432319206   ,4,Moscow,Moscow
5432319206   ,4,Moscow,Moscow
5432319207   ,4,Moscow,Moscow
5432319207   ,4,Moscow,Moscow
5432319208   ,4,Moscow,Moscow
5432319208   ,4,Moscow,Moscow
5432319209   ,4,Moscow,Moscow
5432319209   ,4,Moscow,Moscow
5432319210   ,4,Moscow,Moscow
5432319210   ,4,Moscow,Moscow
5432319211   ,4,Moscow,Moscow
5432319211   ,4,Moscow,Moscow
5432319212   ,4,Moscow,Moscow
5432319212   ,4,Moscow,Moscow
5432319213   ,4,Moscow,Moscow
5432319213   ,4,Moscow,Moscow
5432319214   ,4,Moscow,Moscow
5432319214   ,4,Moscow,Moscow
5432319215   ,4,Moscow,Moscow
5432319215   ,4,Moscow,Moscow
5432319216   ,4,Moscow,Moscow
5432319216   ,4,Moscow,Moscow
5432319217   ,4,Moscow,Moscow
5432319217   ,4,Moscow,Moscow
5432319218   ,4,Moscow,Moscow
5432319218   ,4,Moscow,Moscow
5432319219   ,4,Moscow,Moscow
5432319219   ,4,Moscow,Moscow
5432319220   ,4,Moscow,Moscow
5432319220   ,4,Moscow,Moscow
5432319221   ,4,Moscow,Moscow
5432319221   ,4,Moscow,Moscow
5432319222   ,4,Moscow,Moscow
5432319222   ,4,Moscow,Moscow
5432319223   ,4,Moscow,Moscow
5432319223   ,4,Moscow,Moscow
5432319224   ,4,Moscow,Moscow
5432319224   ,4,Moscow,Moscow
5432319225   ,4,Moscow,Moscow
5432319225   ,4,Moscow,Moscow
5432319226   ,4,Moscow,Moscow
5432319226   ,4,Moscow,Moscow
5432319227   ,4,Moscow,Moscow
5432319227   ,4,Moscow,Moscow
5432319228   ,4,Moscow,Moscow
5432319228   ,4,Moscow,Moscow
5432319229   ,4,Moscow,Moscow
5432319229   ,4,Moscow,Moscow
5432319230   ,4,Moscow,Moscow
5432319230   ,4,Moscow,Moscow
5432319231   ,4,Moscow,Moscow
5432319231   ,4,Moscow,Moscow
5432319232   ,4,Moscow,Moscow
5432319232   ,4,Moscow,Moscow
5432319233   ,4,Moscow,Moscow
5432319233   ,4,Moscow,Moscow
5432319234   ,4,Moscow,Moscow
5432319234   ,4,Moscow,Moscow
5432319235   ,4,Moscow,Moscow
5432319235   ,4,Moscow,Moscow
5432319236   ,4,Moscow,Moscow
5432319236   ,4,Moscow,Moscow
5432319237   ,4,Moscow,Moscow
5432319237   ,4,Moscow,Moscow
5432319238   ,4,Moscow,Moscow
5432319238   ,4,Moscow,Moscow
5432319239   ,4,Moscow,Moscow
5432319239   ,4,Moscow,Moscow
5432319240   ,4,Moscow,Moscow
5432319240   ,4,Moscow,Moscow
5432319241   ,4,Moscow,Moscow
5432319241   ,4,Moscow,Moscow
5432319242   ,4,Moscow,Moscow
5432319242   ,4,Moscow,Moscow
5432319243   ,4,Moscow,Moscow
5432319243   ,4,Moscow,Moscow
5432319244   ,4,Moscow,Moscow
5432319244   ,4,Moscow,Moscow
5432319245   ,4,Moscow,Moscow
5432319245   ,4,Moscow,Moscow
5432319246   ,4,Moscow,Moscow
5432319246   ,4,Moscow,Moscow
5432319247   ,4,Moscow,Moscow
5432319247   ,4,Moscow,Moscow
5432319248   ,4,Moscow,Moscow
5432319248   ,4,Moscow,Moscow
5432319249   ,4,Moscow,Moscow
5432319249   ,4,Moscow,Moscow
5432319250   ,4,Moscow,Moscow
5432319250   ,4,Moscow,Moscow
5432319251   ,4,Moscow,Moscow
5432319251   ,4,Moscow,Moscow
5432319252   ,4,Moscow,Moscow
5432319252   ,4,Moscow,Moscow
5432319253   ,4,Moscow,Moscow
5432319253   ,4,Moscow,Moscow
5432319254   ,4,Moscow,Moscow
5432319254   ,4,Moscow,Moscow
5432319255   ,4,Moscow,Moscow
5432319255   ,4,Moscow,Moscow
5432319256   ,4,Moscow,Moscow
5432319256   ,4,Moscow,Moscow
5432319257   ,4,Moscow,Moscow
5432319257   ,4,Moscow,Moscow
5432319258   ,4,Moscow,Moscow
5432319258   ,4,Moscow,Moscow
5432319259   ,4,Moscow,Moscow
5432319259   ,4,Moscow,Moscow
5432319260   ,4,Moscow,Moscow
5432319260   ,4,Moscow,Moscow
5432319261   ,4,Moscow,Moscow
5432319261   ,4,Moscow,Moscow
5432319262   ,4,Moscow,Moscow
5432319262   ,4,Moscow,Moscow
5432319263   ,4,Moscow,Moscow
5432319263   ,4,Moscow,Moscow
5432319264   ,4,Moscow,Moscow
5432319264   ,4,Moscow,Moscow
5432319265   ,4,Moscow,Moscow
5432319265   ,4,Moscow,Moscow
5432319266   ,4,Moscow,Moscow
5432319266   ,4,Moscow,Moscow
5432319267   ,4,Moscow,Moscow
5432319267   ,4,Moscow,Moscow
5432319268   ,4,Moscow,Moscow
5432319268   ,4,Moscow,Moscow
5432319269   ,4,Moscow,Moscow
5432319269   ,4,Moscow,Moscow
5432319270   ,4,Moscow,Moscow
5432319270   ,4,Moscow,Moscow
5432319271   ,4,Moscow,Moscow
5432319271   ,4,Moscow,Moscow
5432319272   ,4,Moscow,Moscow
5432319272   ,4,Moscow,Moscow
5432319273   ,4,Moscow,Moscow
5432319273   ,4,Moscow,Moscow
5432319274   ,4,Moscow,Moscow
5432319274   ,4,Moscow,Moscow
5432319275   ,4,Moscow,Moscow
5432319275   ,4,Moscow,Moscow
5432319276   ,4,Moscow,Moscow
5432319276   ,4,Moscow,Moscow
5432319277   ,4,Moscow,Moscow
5432319277   ,4,Moscow,Moscow
5432319278   ,4,Moscow,Moscow
5432319278   ,4,Moscow,Moscow
5432319279   ,4,Moscow,Moscow
5432319279   ,4,Moscow,Moscow
5432319280   ,4,Moscow,Moscow
5432319280   ,4,Moscow,Moscow
5432319281   ,4,Moscow,Moscow
5432319281   ,4,Moscow,Moscow
5432319282   ,4,Moscow,Moscow
5432319282   ,4,Moscow,Moscow
5432319283   ,4,Moscow,Moscow
5432319283   ,4,Moscow,Moscow
5432319284   ,4,Moscow,Moscow
5432319284   ,4,Moscow,Moscow
5432319285   ,4,Moscow,Moscow
5432319285   ,4,Moscow,Moscow
5432319286   ,4,Moscow,Moscow
5432319286   ,4,Moscow,Moscow
5432319287   ,4,Moscow,Moscow
5432319287   ,4,Moscow,Moscow
5432319288   ,4,Moscow,Moscow
5432319288   ,4,Moscow,Moscow
5432319289   ,4,Moscow,Moscow
5432319289   ,4,Moscow,Moscow
5432319290   ,4,Moscow,Moscow
5432319290   ,4,Moscow,Moscow
5432319291   ,4,Moscow,Moscow
5432319291   ,4,Moscow,Moscow
5432319292   ,4,Moscow,Moscow
5432319292   ,4,Moscow,Moscow
5432319293   ,4,Moscow,Moscow
5432319293   ,4,Moscow,Moscow
5432319294   ,4,Moscow,Moscow
5432319294   ,4,Moscow,Moscow
5432319295   ,4,Moscow,Moscow
5432319295   ,4,Moscow,Moscow
5432319296   ,4,Moscow,Moscow
5432319296   ,4,Moscow,Moscow
5432319297   ,4,Moscow,Moscow
5432319297   ,4,Moscow,Moscow
5432319298   ,4,Moscow,Moscow
5432319298   ,4,Moscow,Moscow
5432319299   ,4,Moscow,Moscow
5432319299   ,4,Moscow,Moscow
5432319300   ,4,Moscow,Moscow
5432319300   ,4,Moscow,Moscow
5432319301   ,4,Moscow,Moscow
5432319301   ,4,Moscow,Moscow
5432319302   ,4,Moscow,Moscow
5432319302   ,4,Moscow,Moscow
5432319303   ,4,Moscow,Moscow
5432319303   ,4,Moscow,Moscow
5432319304   ,4,Moscow,Moscow
5432319304   ,4,Moscow,Moscow
5432319305   ,4,Moscow,Moscow
5432319305   ,4,Moscow,Moscow
5432319306   ,4,Moscow,Moscow
5432319306   ,4,Moscow,Moscow
5432319307   ,4,Moscow,Moscow
5432319307   ,4,Moscow,Moscow
5432319308   ,4,Moscow,Moscow
5432319308   ,4,Moscow,Moscow
5432319309   ,4,Moscow,Moscow
5432319309   ,4,Moscow,Moscow
5432319310   ,4,Moscow,Moscow
5432319310   ,4,Moscow,Moscow
5432319311   ,4,Moscow,Moscow
5432319311   ,4,Moscow,Moscow
5432319312   ,4,Moscow,Moscow
5432319312   ,4,Moscow,Moscow
5432319313   ,4,Moscow,Moscow
5432319313   ,4,Moscow,Moscow
5432319314   ,4,Moscow,Moscow
5432319314   ,4,Moscow,Moscow
5432319315   ,4,Moscow,Moscow
5432319315   ,4,Moscow,Moscow
5432319316   ,4,Moscow,Moscow
5432319316   ,4,Moscow,Moscow
5432319317   ,4,Moscow,Moscow
5432319317   ,4,Moscow,Moscow
5432319318   ,4,Moscow,Moscow
5432319318   ,4,Moscow,Moscow
5432319319   ,4,Moscow,Moscow
5432319319   ,4,Moscow,Moscow
5432319320   ,4,Moscow,Moscow
5432319320   ,4,Moscow,Moscow
5432319321   ,4,Moscow,Moscow
5432319321   ,4,Moscow,Moscow
5432319322   ,4,Moscow,Moscow
5432319322   ,4,Moscow,Moscow
5432319323   ,4,Moscow,Moscow
5432319323   ,4,Moscow,Moscow
5432319324   ,4,Moscow,Moscow
5432319324   ,4,Moscow,Moscow
5432319325   ,4,Moscow,Moscow
5432319325   ,4,Moscow,Moscow
5432319326   ,4,Moscow,Moscow
5432319326   ,4,Moscow,Moscow
5432319327   ,4,Moscow,Moscow
5432319327   ,4,Moscow,Moscow
5432319328   ,4,Moscow,Moscow
5432319328   ,4,Moscow,Moscow
5432319329   ,4,Moscow,Moscow
5432319329   ,4,Moscow,Moscow
5432319330   ,4,Moscow,Moscow
5432319330   ,4,Moscow,Moscow
5432319331   ,4,Moscow,Moscow
5432319331   ,4,Moscow,Moscow
5432319332   ,4,Moscow,Moscow
5432319332   ,4,Moscow,Moscow
5432319333   ,4,Moscow,Moscow
5432319333   ,4,Moscow,Moscow
5432319334   ,4,Moscow,Moscow
5432319334   ,4,Moscow,Moscow
5432319335   ,4,Moscow,Moscow
5432319335   ,4,Moscow,Moscow
5432319336   ,4,Moscow,Moscow
5432319336   ,4,Moscow,Moscow
5432319337   ,4,Moscow,Moscow
5432319337   ,4,Moscow,Moscow
5432319338   ,4,Moscow,Moscow
5432319338   ,4,Moscow,Moscow
5432319339   ,4,Moscow,Moscow
5432319339   ,4,Moscow,Moscow
5432319340   ,4,Moscow,Moscow
5432319340   ,4,Moscow,Moscow
5432319341   ,4,Moscow,Moscow
5432319341   ,4,Moscow,Moscow
5432319342   ,4,Moscow,Moscow
5432319342   ,4,Moscow,Moscow
5432319343   ,4,Moscow,Moscow
5432319343   ,4,Moscow,Moscow
5432319344   ,4,Moscow,Moscow
5432319344   ,4,Moscow,Moscow
5432319345   ,4,Moscow,Moscow
5432319345   ,4,Moscow,Moscow
5432319346   ,4,Moscow,Moscow
5432319346   ,4,Moscow,Moscow
5432319347   ,4,Moscow,Moscow
5432319347   ,4,Moscow,Moscow
5432319348   ,4,Moscow,Moscow
5432319348   ,4,Moscow,Moscow
5432319349   ,4,Moscow,Moscow
5432319349   ,4,Moscow,Moscow
5432319350   ,4,Moscow,Moscow
5432319350   ,4,Moscow,Moscow
5432319351   ,4,Moscow,Moscow
5432319351   ,4,Moscow,Moscow
5432319352   ,4,Moscow,Moscow
5432319352   ,4,Moscow,Moscow
5432319353   ,4,Moscow,Moscow
5432319353   ,4,Moscow,Moscow
5432319354   ,4,Moscow,Moscow
5432319354   ,4,Moscow,Moscow
5432319355   ,4,Moscow,Moscow
5432319355   ,4,Moscow,Moscow
5432319356   ,4,Moscow,Moscow
5432319356   ,4,Moscow,Moscow
5432319357   ,4,Moscow,Moscow
5432319357   ,4,Moscow,Moscow
5432319358   ,4,Moscow,Moscow
5432319358   ,4,Moscow,Moscow
5432319359   ,4,Moscow,Moscow
5432319359   ,4,Moscow,Moscow
5432319360   ,4,Moscow,Moscow
5432319360   ,4,Moscow,Moscow
5432319361   ,4,Moscow,Moscow
5432319361   ,4,Moscow,Moscow
5432319362   ,4,Moscow,Moscow
5432319362   ,4,Moscow,Moscow
5432319363   ,4,Moscow,Moscow
5432319363   ,4,Moscow,Moscow
5432319364   ,4,Moscow,Moscow
5432319364   ,4,Moscow,Moscow
5432319365   ,4,Moscow,Moscow
5432319365   ,4,Moscow,Moscow
5432319366   ,4,Moscow,Moscow
5432319366   ,4,Moscow,Moscow
5432319367   ,4,Moscow,Moscow
5432319367   ,4,Moscow,Moscow
5432319368   ,4,Moscow,Moscow
5432319368   ,4,Moscow,Moscow
5432319369   ,4,Moscow,Moscow
5432319369   ,4,Moscow,Moscow
5432319370   ,4,Moscow,Moscow
5432319370   ,4,Moscow,Moscow
5432319371   ,4,Moscow,Moscow
5432319371   ,4,Moscow,Moscow
5432319372   ,4,Moscow,Moscow
5432319372   ,4,Moscow,Moscow
5432319373   ,4,Moscow,Moscow
5432319373   ,4,Moscow,Moscow
5432319374   ,4,Moscow,Moscow
5432319374   ,4,Moscow,Moscow
5432319375   ,4,Moscow,Moscow
5432319375   ,4,Moscow,Moscow
5432319376   ,4,Moscow,Moscow
5432319376   ,4,Moscow,Moscow
5432319377   ,4,Moscow,Moscow
5432319377   ,4,Moscow,Moscow
5432319378   ,4,Moscow,Moscow
5432319378   ,4,Moscow,Moscow
5432319379   ,4,Moscow,Moscow
5432319379   ,4,Moscow,Moscow
5432319380   ,4,Moscow,Moscow
5432319380   ,4,Moscow,Moscow
5432319381   ,4,Moscow,Moscow
5432319381   ,4,Moscow,Moscow
5432319382   ,4,Moscow,Moscow
5432319382   ,4,Moscow,Moscow
5432319383   ,4,Moscow,Moscow
5432319383   ,4,Moscow,Moscow
5432319384   ,4,Moscow,Moscow
5432319384   ,4,Moscow,Moscow
5432319385   ,4,Moscow,Moscow
5432319385   ,4,Moscow,Moscow
5432319386   ,4,Moscow,Moscow
5432319386   ,4,Moscow,Moscow
5432319387   ,4,Moscow,Moscow
5432319387   ,4,Moscow,Moscow
5432319388   ,4,Moscow,Moscow
5432319388   ,4,Moscow,Moscow
5432319389   ,4,Moscow,Moscow
5432319389   ,4,Moscow,Moscow
5432319390   ,4,Moscow,Moscow
